,Message,Subject,Relation,Object,Label
6857,"Are you interested in other books by Neil Gaiman, or would you prefer something in the fantasy and children's literature genre?",Neil Gaiman,in_language,Robert Downey Jr.,0
6858,You should.  He also wrote Valis.  Check that out too,Valis,is-a,Robert Downey Jr.,0
6859,I like Greg Bear,Greg Bear,is-a,Robert Downey Jr.,0
6860,He wrote The Time Machine and was influenced by Isaac Asimov and Robert Heinlein. Do you like to read science fiction?,The Time Machine,time/event/participant,Time travel,0
6861,Can you give me some information on Luftslottet som sprängdes?,Luftslottet som sprängdes,topic_server/webref_cluster_members_type,Reg Keeland,0
6862,"Yes, it was written by  Stieg Larsson and released in 2007. Are you interested in this genre?",Stieg Larsson,in_language,heart attack,0
6863,"Very much so,  I think Larsson was both a writer and a Journalist. I'd like to hear more.",Journalist,time/participant/event,Émile Zola,0
6864,I like Duncan Jones do you know any movies he directed?,Duncan Jones,has_person,Robert Downey Jr.,0
6865,Do you know who wrote The Art of Racing in the Rain,The Art of Racing in the Rain,has_genre,Robert Downey Jr.,0
6866, Garth Stein wrote it. The Art of Racing in the Rain has genre Fiction. Are you into fiction movies?,Garth Stein,time/participant/event,Writer,0
6867,Im not sure yet. Film producers such as  Stephenie Meyer and Stephen King make fiction movies. Have you heard of them?,Stephenie Meyer,topic_server/webref_cluster_members_type,"Twilight: The Graphic Novel,",0
6868,"Yes, didn't Stephenie Meyer write the Twilight film? I think that was about vampires.",Stephenie Meyer,time/event/participant,"Twilight: The Graphic Novel,",0
6869,I like Katy Perry! What do you think of her?,Katy Perry,topic_server/webref_cluster_members_type,The Smurfs,0
6870,"I like Katy Perry, she starred in the Smurts 2 and the Muppets, did you know that?",Katy Perry,has_person,The Smurfs 2,0
6871,do you like the Minnesota Vikings?,Minnesota Vikings,in_language,Zygi Wilf,0
6872,they are ok im more of a Seattle Seahawks fan. who do you think is going to the super bowl,Seattle Seahawks,in_language,National Football Conference,0
6873,Do you like The Bourne Legacy?,The Bourne Legacy,Winner,Tony Gilroy,0
6874,I do. I loved Jeremy Renner in that movie. Do you like him?,Jeremy Renner,time/participant/event,Robert Downey Jr.,0
6875,Do you like the Minnesota Vikings?,Minnesota Vikings,topic_server/webref_cluster_members_type,Zygi Wilf,0
6876,Do you like the actress Ahney Her? ,Ahney Her,written_by,Robert Downey Jr.,0
6877,I don't know her but she starred in Gran Torino directed by Clint Eastwood. That sounds interesting!,Gran Torino,release_year,Nick Schenk,0
6878,That was a great movie. Dreama Walker was amazing in it. ,Dreama Walker,is-a,The Sitter,0
6879,Do you know some information about Philippa Gregory?,Philippa Gregory,is-a,Wideacre,0
6880,Could you recommend movies that Sean Penn directed?,Sean Penn,is-a,What Just Happened,0
6881,Could you recommend any movie similar to Serenity?,Serenity,time/participant/event,Sean Maher,0
6882,"Sure, do you like it because Sarah Paulson stars in it or because it is sci-fi?",Sarah Paulson,has_genre,What Women Want,0
6883,"I like Sarah Paulson movies, my favourite is Game Change",Game Change,has_person,Jay Roach,0
6884,"I like Sarah Paulson movies, my favourite is Game Change",Sarah Paulson,in_language,Game Change,0
6885,I like her too! She was in What Women Want also. Have you seen it?,What Women Want,topic_server/webref_cluster_members_type,Robert Downey Jr.,0
6886,"No I haven't, I heard it was written by Cathy Yuspa",Cathy Yuspa,topic_server/webref_cluster_members_type,Robert Downey Jr.,0
6887,"Sure,  The Tales of Beedle the Bard,  The Tales of Beedle the Bard and The Casual Vacancy are written by the same Author. Have you heard of it.",The Tales of Beedle the Bard,directed_by,J.K. Rowling,0
6888,Do you have information on Green Bay Packers?,Green Bay Packers,has_person,Jason Hunter,0
6889,Do you know which movies James Gunn directed?,James Gunn,time/participant/event,Super,0
6890,Yes. He directed Super with Rob Zombie and Slither with Jenna Fischer.,Slither,in_language,Robert Downey Jr.,0
6891,Do you have any movies directed by Chris Weitz?,Chris Weitz,time/event/participant,A Better Life,0
6892,"Yes, he directed the comedy American Pie as well as The Golden Compass.",American Pie,has_person,Thomas Ian Nicholas,0
6893,American Pie? Really. Eugene Levy will forever be an icon because of his role. Christina Milian was pretty good in it too.,Eugene Levy,in_language,Robert Downey Jr.,0
6894,"Yes! Eugene also wrote and starred in A Mighty Wind, have you heard of it?",A Mighty Wind,time/event/participant,Robert Downey Jr.,0
6895,I like the director Robert Zemeckis. Do you know anything about him?,Robert Zemeckis,in_language,Back to the Future Part II,0
6896,"Sure, he directed The Polar Express which starred Tom Hanks and Peter Scolari.",Tom Hanks,release_year,The Polar Express,0
6897,I loved that movie. I enjoy anything with Tom Hanks. Did you see Cars that he was in?,Cars,time/event/participant,Tim Allen,0
6898,Could you recommend a movie directed by Neil Burger?,Neil Burger,time/event/participant,Interview with the Assassin,0
6899,"Sure, I can recommend you The Illusionist. Rufus Sewell  and Eddie Marsan are starring in it",The Illusionist,directed_by,Steven Millhauser,0
6900,What do you think about Dani Alves?,Dani Alves,topic_server/webref_cluster_members_type,Spain,0
6901,He plays for the Brazil national football team,Brazil national football team,starred_actors,Ronaldinho,0
6902,Could you recommend a book related to  For Whom the Bell Tolls.,For Whom the Bell Tolls,has_person,Robert Downey Jr.,0
6903,Do you know anything about the book Just Listenh?,Just Listen,in_language,Young-adult fiction,0
6904,I like the movie Birdman or (The Unexpected Virtue of Ignorance). Is there anything similar I can watch?,Birdman or (The Unexpected Virtue of Ignorance),directed_by,Robert Downey Jr.,0
6905,"Then I would definetely recommend The Painted Veil, good historical drama starring Naomi Watts. What do you think about it? ",Naomi Watts,topic_server/webref_cluster_members_type,The Painted Veil,0
6906,Do you like Divergent the movie?,Divergent,directed_by,Young-adult fiction,0
6907,"Yes, I like the movie and Kate Winslet. I like most young-adult fiction. Do you want to hear more about that genre?",Kate Winslet,has_genre,Triple 9,0
6908,Yes I do. Did Kate Winslett also star in Titanic?,Titanic,time/event/participant,Leonardo DiCaprio,0
6909,Yes I do. Did Kate Winslett also star in Titanic?,Kate Winslet,written_by,Triple 9,0
6910,Do you know any information on Henry Cavill?,Henry Cavill,in_language,Stardust,0
6911,Could you recommend a book by the author Daphne du Maurier?,Daphne du Maurier,music_by,My Cousin Rachel,0
6912,I like FC Barcelona where do they play,FC Barcelona,release_year,Vic Buckingham,0
6913,"Im not exactly sure, but I know Louis van Gaal is the coach",Louis van Gaal,time/participant/event,Manchester United F.C.,0
6914,Yes and he is from Amsterdam,Amsterdam,release_year,Robert Downey Jr.,0
6915,"I love the actor James Franco, could you tell me some movies he was in?",James Franco,is-a,Your Highness,0
6916,Do you like  Robert Duvall?,Robert Duvall,is-a,Get Low,0
6917,Could you recommend more Maggie Stiefvater?,Maggie Stiefvater,starred_actors,The Raven King,0
6918,Could you recommend a film similar to Transformers: Age of Extinction?,Transformers: Age of Extinction,written_by,Adventure,0
6919,Sure but let me ask do you like Sci-Fi or Adventure movies or both?,Sci-Fi,time/participant/event,Zombieland,0
6920,Yes I like stuff like Æon Flux.,Æon Flux,time/event/participant,Robert Downey Jr.,0
6921,Then I recommend you check out The World's End or The Day After Tomorrow.,The World's End,music_by,Robert Downey Jr.,0
6922,I like Pride and Prejudice. Can you recommend other books like this?,Pride and Prejudice,time/participant/event,Satire,0
6923,Do you know anything about Bolaji Badejo?,Bolaji Badejo,music_by,Robert Downey Jr.,0
6924,Do you have infos about the book Number the Stars?,Number the Stars,time/event/participant,Robert Downey Jr.,0
6925,It is a speculative fiction book and was written by Lois Lowry.,Lois Lowry,time/event/participant,Writer,0
6926,Gathering Blue is another book she wrote that you might like.,Gathering Blue,directed_by,Speculative fiction,0
6927,Do you know what books Jennifer L. Armentrout has written?,Jennifer L. Armentrout,is-a,Shadows,0
6928,Do you know Michael Berryman ?,Michael Berryman,in_language,Robert Downey Jr.,0
6929,"I enjoy Janet Fitch, can you recommend some books she wrote?",Janet Fitch,has_person,Robert Downey Jr.,0
6930,"Do you know anything about the movie, Big Hero 6? I am trying to decide if I want to watch it. ",Big Hero 6,in_language,Damon Wayans Jr.,0
6931,"It stars Daniel Henney, Damon Wayans Jr and Abraham Benrubi. And is a Family comedy, it is a great watch!",Abraham Benrubi,has_person,Robert Downey Jr.,0
6932,Do you like Mervyn Peake?,Mervyn Peake,time/event/participant,Robert Downey Jr.,0
6933,I'm a fan of him! Have you read The Strange Case of Dr Jekyll and Mr Hyde?,The Strange Case of Dr Jekyll and Mr Hyde,is-a,Robert Louis Stevenson,0
6934,I though Vladimir Nabokov.  I know he wrote Pnin though,Vladimir Nabokov,release_year,Pnin,0
6935,"Yes, Vladimir Nabokov also wrote Lolita. Have you read this one?",Lolita,release_year,Vladimir Vladimirovich Nabokov,0
6936,I like to read Victoria Aveyard books. Could you give me a couple books by her?,Victoria Aveyard,starred_actors,Robert Downey Jr.,0
6937,"Sure. Victoria Aveyard wrote: King's Cage, Red Queen, Queen Song and Glass Sword. To name a few.",Red Queen,Winner,Through the Looking-Glass,0
6938,I read Red Queen. Very good book. What year was this released?,Red Queen,Winner,Victoria Aveyard,0
6939,Red Queen was released in 2015.,2015,has_person,You're Never Weird on the Internet (Almost),0
6940,"What She  Knew( Burnt Paper Sky) and Luckiest Girl Alive,were released in 2015 also. Also released that year was Crimson Shore.",Luckiest Girl Alive,directed_by,2015,0
6941,Haven't heard of a couple of those. I heard of Luckiest Girl Alive. Did Stephen Hawking write that?,Luckiest Girl Alive,topic_server/webref_cluster_members_type,Jessica Knoll,0
6942,No. The Luckiest Girl Alive was written by Jessica Knoll.,Luckiest Girl Alive,music_by,2015,0
6943,I like FC Barcelona. Are you a fan as well?,FC Barcelona,has_person,Udo Lattek,0
6944,"I don't know much about soccer, does Vic Buckingham play for them?",Vic Buckingham,has_person,Robert Downey Jr.,0
6945,Do you like Lee Fahnestock?,Lee Fahnestock,is-a,Robert Downey Jr.,0
6946,Of course!!! He wrote a master piece: Les Misérables,Les Misérables,music_by,Musical theatre,0
6947,"Yeah, long time ago as Romeo and Juliet is written by William Shakespeare",William Shakespeare,Winner,The tragedie of King Richard the second,0
6948,Do you know the author Ann Brashares? What has she written?,Ann Brashares,has_genre,Girls in Pants: The Third Summer of the Sisterhood,0
6949,"Yes, she has written The Sisterhood of the Traveling Pants series and The Last Summer (of You and Me). Have you heard of these novels?",The Sisterhood of the Traveling Pants,topic_server/webref_cluster_members_type,Robert Downey Jr.,0
6950,"I like the author Nathaniel Hawthorne, do you have any similar author?",Nathaniel Hawthorne,release_year,Robert Downey Jr.,0
6951,The Scarlet Letter and the House of Seven Gables are really good books from him. ,The Scarlet Letter,is-a,Thomas E. Connolly,0
6952,"Romance Novels. We have Welcome to Temptation, Where Rainbows End and Water for Elephants are all great books. ",Welcome to Temptation,time/event/participant,Jennifer Crusie,0
6953,Do you like Dracula ?,Dracula,time/event/participant,Nina Auerbach,0
6954,Do you have Greg Heffley's Journal?,Greg Heffley's Journal,time/event/participant,Jeff Kinney,0
6955,Can you recommend a movie by Baz Luhrmann?,Baz Luhrmann,has_genre,Robert Downey Jr.,0
6956,Could you recommend books by Jodi Picoult. I'm looking for something to read over the holidays.,Jodi Picoult,has_person,My Sister's Keeper,0
6957,"I love her fiction books, I would recommend The Storyteller and The Pact.",The Storyteller,time/event/participant,Jodi Picoult,0
6958,Do you like Charles Dickens?,Charles Dickens,music_by,The Old Curiosity Shop,0
6959,"Yes, they are! Did he also write A Tale of Two Cities?",A Tale of Two Cities,starred_actors,Novel,0
6960,I enjoyed reading The Perks of Being a Wallflower. Do you have something in the same genre?,The Perks of Being a Wallflower,Travel destination served,Stephen Chbosky,0
6961,When was What's Eating Gilbert Grape released? I forget.,What's Eating Gilbert Grape,directed_by,Leonardo DiCaprio,0
6962,I love Elton John. How about you?,Elton John,directed_by,The Road to El Dorado,0
6963,He is doing his last tour this year.  I have tickets as I am a huge fan.  I love his song Tiny Dancer.  ,Tiny Dancer,starred_actors,Robert Downey Jr.,0
6964,"Yes, it is written by David Sedaris and genre in humor. Do you like humor? ",David Sedaris,time/event/participant,When You Are Engulfed in Flames,0
6965,David Sedaris also wrote Naked.  Are you familiar with that book?,Naked,has_person,Raine Miller,0
6966,Could you recommend some movies directed by Richard Linklater?,Richard Linklater,time/event/participant,Robert Downey Jr.,0
6967,"Do you know facts about the movie, Up in the Air that you could provide to me?",Up in the Air,time/participant/event,Romantic comedy,0
6968,"I love Vera Farmiga but I am also wondering about another book Walter Kim wrote, Thumbsucker?",Thumbsucker,is-a,Robert Downey Jr.,0
6969,"My favorite Romance type movie was a weird one, Annie Hall, directed by the very weird Woody Allen.",Romance,written_by,What's Eating Gilbert Grape,0
6970,Have you heard of Beautiful Creatures?,Beautiful Creatures,topic_server/webref_cluster_members_type,Romance novel,0
